Diagnosed Diabetes Est. Percent,Unemployment Rate,Household Median Income,Perc_Adults_LessThanHS,Perc_Adults_HSOnly,Perc_Adults_AssociateSomeCollege,Perc_Adults_BAorHigher,Obesity_Prev_Percent,Leisure_Time_Physical_Inactivity_Perc,Median_Age
16.1,8.4,42291,20.726,35.935,29.731,13.608,36.3,40.2,40.8
14.9,7.1,35644,23.336,36.901,27.51,12.252,40.8,36.2,34.4
13.9,7.2,43834,16.629,26.761,33.523,23.087,31.9,35.2,36.3
15.7,12.6,27573,22.526,33.762,24.938,18.774,40.9,33.5,32.6
13.2,6.6,39701,14.09,37.483,33.632,14.795,38.8,35.2,38.1
15.6,8.7,44142,15.86,30.277,31.459,22.403,35.6,29.7,36
10.3,5.3,65870,9.671,16.326,28.342,45.661,29.8,28.1,36.7
14.8,8.3,33416,22.176,37.237,27.842,12.746,34.8,33.6,38.4
15.1,8.7,37561,21.53,38.737,26.685,13.048,37,35.8,39.5
13.2,10.1,38208,21.441,34.866,28.119,15.574,38.4,33.5,40
16.2,9.2,34946,25.068,33.566,23.029,18.337,37.9,34.7,41.7
15.1,6.8,37195,21.411,33.189,31.038,14.363,41.4,38.3,35.4
17.1,6.7,37468,16.456,29.828,37.919,15.797,36.8,36.5,37.8
17.7,12.5,29330,31.021,32.012,22.447,14.52,38.3,37.6,36.6
11.2,7.2,36105,13.228,20.551,24.24,41.981,34.8,28.5,25.3
15.7,10.6,35570,20.31,36.683,27.416,15.591,36.9,38,36.4
13.9,6.7,43654,16.376,30.336,39.098,14.19,34.3,32.6,40.6
12.9,9.2,38064,19.253,38.758,32.984,9.005,34.9,36.8,39.4
15.2,8.3,32485,20.682,32.993,30.629,15.695,34.3,36.3,36.9
13.6,6.8,41455,23.254,33.586,28.427,14.733,34.7,32.5,36.4
14.7,7.5,36558,23.633,31.75,32.657,11.96,34.5,42.6,39
16.5,13.1,26210,32.412,31.179,23.484,12.925,41.7,39,38.5
11.8,4.6,62284,10.03,27.355,33.032,29.583,31,32,36.5
14,5.5,34452,27.204,34.739,26.269,11.789,37.7,37.3,35.7
17.2,11,27880,25.328,28.277,27.425,18.971,36.8,39.5,40.3
15.1,6.4,39568,19.59,37.913,29.747,12.75,37.6,36.2,37.9
14.8,5.8,38521,18.673,42.986,26.394,11.947,36.1,38.1,39.7
13.9,8.6,41884,17.19,35.941,32.861,14.009,37.5,31.3,37.1
15,12.5,29529,27.453,29.654,28.752,14.141,42.2,33.9,33.7
15.5,9.3,29233,32.744,33.198,25.143,8.914,42.2,34.3,35.1
16.8,8.5,45643,20.159,28.401,35.27,16.17,36.8,32.1,36.8
16,8.3,38571,22.835,33.98,29.536,13.65,33.7,36.3,38.3
13.3,7.7,37909,21.473,40,27.656,10.872,34.3,37.2,42.9
15.3,11.8,30241,21.917,30.722,28.385,18.976,39.3,36.7,32.4
13,6.2,44880,23.647,31.736,29.097,15.52,37.7,35,37.5
16.3,9.5,32016,22.705,43.253,24.303,9.739,36.7,39.4,38.7
15.1,7.6,41162,13.348,32.117,30.906,23.629,37.4,36,37.9
14.4,12.5,30187,23.09,30.274,28.115,18.521,40.8,37.5,35.8
14.5,8.9,35545,24.437,37.623,26.385,11.555,38,39,37.2
13.6,8.6,39192,14.797,35.511,31.18,18.511,30.9,37.1,41.1
15.8,11.4,26390,30.6,39.191,17.166,13.043,37.4,38.1,35.9
14.3,10,36091,21.969,33.362,27.41,17.259,35.9,38,40.3
17.3,9.2,35312,21.639,36.969,27.78,13.612,37.9,36.7,40.7
16,10,31773,23.375,38.463,25.308,12.853,37,38.2,36
8.7,6.4,36819,10.146,34.909,24.455,30.49,29.8,24.8,28.8
10.3,5.1,53356,9.396,38.401,28.222,23.982,32.9,26.9,42
13.5,5.4,45966,9.962,41.191,26.515,22.332,31.2,32.9,46.6
12.5,5.6,42463,15.494,46.407,25.505,12.594,34.5,26.4,39.2
10.6,6.1,38060,17.956,42.207,27.025,12.812,32.9,28.9,43
14.1,6.2,40349,13.564,42.225,29.029,15.183,33.4,32.5,40.8
11.4,7,42133,14.678,44.432,27.113,13.777,31.9,26.7,41.8
14.8,7.7,36413,14.809,44.426,30.171,10.594,30.9,27,52.1
13.8,6.7,40935,21.212,46.032,23.307,9.448,30.9,34,42.9
8,4.1,52824,6.334,20.412,26.504,46.75,28.3,20.3,29.9
11.8,5.7,47517,12.829,36.43,30.26,20.481,31.8,29.4,36.8
13.7,7,35494,16.812,36.716,30.869,15.604,34.3,34.1,40
13.9,5.5,44952,10.027,43.95,28.17,17.853,35.1,34.6,41.9
11.1,5.6,53186,14.332,37.386,27.821,20.461,35.5,28.1,38.3
11.2,8.1,47373,11.782,36.25,30.648,21.32,28.9,24.1,49.4
11.8,5.4,50227,9.842,31.839,28.463,29.856,30.2,29.2,35.9
11.4,7.1,44581,14.085,45.567,23.031,17.318,36.6,31.7,42.2
12.1,8.9,33283,20.132,33.106,34.613,12.15,30.7,31.8,40.7
11.9,5.7,64422,7.525,34.532,32.66,25.284,32.7,24.7,39
13.5,6.3,35998,15.565,40.697,28.886,14.852,30.8,34.3,43.8
13,5.8,44229,12.328,49.331,22.573,15.768,31.4,34.1,45.6
10.3,4.9,54273,8.866,31.168,33.495,26.471,29.4,26.9,37.3
12.3,6.9,43975,13.524,43.374,30.79,12.312,36.3,31.3,43.5
9.2,5.4,65973,7.335,28.989,31.8,31.876,31.8,23.2,36.5
11.7,5.8,58371,7.504,38.381,35.522,18.593,34.5,31.8,41
11.5,5,55767,8.689,31.422,28.149,31.74,32.7,21.5,37.6
11.5,5.9,47187,11.014,40.133,28.362,20.49,36.7,28.4,38.8
10.8,8,41139,21.721,39.922,25.846,12.511,34.4,32.1,41.1
12.5,6,37884,13.519,43.433,28.119,14.929,32.3,29.4,46.9
12.9,7.6,36178,18.56,42.049,26.234,13.157,34.9,28.4,42.7
11.3,5.8,43519,15.905,42.102,25.17,16.823,36.2,27.4,40.4
13,5.4,46835,14.055,47.578,24.786,13.58,38.1,32.3,40.7
14.6,6.7,38722,21.056,39.481,26.892,12.571,34.5,31.2,43.5
14.3,7.6,33121,19.911,43.61,27.052,9.428,32.9,31.6,46.7
14.9,9,33237,26.085,37.766,24.702,11.447,35.6,37.3,39.7
12.1,6.4,55496,12.843,33.663,33.769,19.725,30.4,29.4,39.9
12,5.3,48593,13.958,42.298,27.344,16.401,34.7,32.3,45.7
12.3,5.6,42402,10.719,43.508,26.34,19.434,28.5,28.5,41.6
9.9,4.8,42802,8.819,28.41,32.889,29.882,34.7,24.7,35.6
11,5.3,40303,12.911,39.651,28.763,18.675,33,28.8,42.1
12.7,6.5,39021,14.724,48.254,23.107,13.915,33.7,27.8,42.1
12.4,6.5,42607,13,42.189,29.343,15.469,31.6,31,43.8
13.7,8.3,33649,18.233,42.556,29.398,9.813,32.2,32.6,53.6
13.3,4.9,42240,9.626,43.857,26.428,20.09,32.9,30.1,47
10.7,5.4,48518,11.727,38.044,24.916,25.312,33.3,28.1,39.4
11.7,7.1,36323,15.264,39.3,31.061,14.375,32.9,29.8,39.8
13,9.8,34133,19.176,40.749,28.695,11.379,34.2,28.6,43.5
11.5,7.1,50822,10.174,29.356,31.044,29.427,32.8,23.4,36.4
11.2,5.3,44699,12.968,35.769,29.207,22.056,35.4,29.6,35.4
12.1,6.2,61508,12.543,33.051,35.974,18.431,31.7,24.8,38.4
9.9,6.4,50257,8.597,31.585,32.027,27.791,33.4,23.9,29.6
12,4.5,36770,13.817,43.736,26.934,15.512,32.2,26,44.3
11.6,8,40885,18.221,38.867,29.24,13.673,31.7,31,39.3
12.6,5.9,52065,11.082,42.724,27.871,18.322,31.7,30.4,40.8
10,5.9,41934,15.922,38.707,29.163,16.208,33.4,26.2,39.3
11,5.2,43813,12.152,47.049,26.861,13.938,34.4,31.3,39.3
12.8,6.5,56833,12.773,42.427,29.586,15.213,32.8,32.4,36.3
13.3,8.1,41176,11.845,48.776,24.802,14.576,33.8,27.1,42.7
10.8,5,41759,13.967,41.331,24.93,19.772,29.7,25.2,42
10,5.8,37594,21.785,35.483,29.433,13.3,27.9,32.1,37.2
12.8,6.1,40603,12.554,44.41,27.216,15.82,35.4,29.3,42.3
11.9,6.9,36909,20.009,36.602,31.122,12.267,35.6,29.7,42.9
13.9,6.2,43192,17.402,41.919,26.716,13.963,35.7,33.6,43.8
13.6,5.5,45187,12.922,38.368,28.238,20.472,38.1,29.7,39.7
12.5,5.1,42239,11.173,47.674,24.294,16.859,32,29.9,43.9
12.2,7.7,41274,15.148,42.979,26.207,15.666,31.8,25.6,40.5
14.1,7.2,32388,27.167,39.118,22.301,11.414,35.2,30.4,39.2
10.3,6,50241,16.449,43.651,21.618,18.282,33.8,27.6,37.8
12.3,6.4,41630,10.297,48.022,27.656,14.024,32,33.9,44.7
12.3,5.9,42701,16.209,42.89,27.392,13.509,34.3,32.5,42.9
11.7,8.6,38412,22.198,40.904,25.156,11.741,30.7,30.3,46.6
12.9,7.4,33037,24.08,41.206,23.61,11.104,35.8,34.4,40.6
10.5,5.4,46170,14.362,34.315,32.886,18.437,35.8,28.8,39.6
10.8,6.8,44923,7.425,41.246,26.357,24.972,32.9,28.4,28.3
11.3,7.5,30126,16.44,41.832,29.168,12.56,31.2,29.3,45.5
12.5,4.6,55781,9.66,45.003,26.256,19.082,32.6,27.7,39.6
14.5,8.9,32042,16.209,46.506,25.813,11.471,32.4,30.1,50.1
15.2,9.3,33293,25.195,38.026,25.116,11.662,35.5,39.4,37.4
11.7,5.4,51922,12.504,46.125,25.262,16.108,36.3,28.4,39.6
12,6.1,42089,16.9,32.416,33.453,17.23,35.5,25.5,37.5
12,6.4,40738,13.049,33.153,25.947,27.851,29.6,29.8,33.7
13,5.7,43617,19.644,44.838,22.207,13.31,31.2,28,40
11.2,5.1,77933,4.698,22.173,32.401,40.728,34.4,21.7,38.2
11.2,6.3,44357,13.456,37.278,29.653,19.612,34.4,27.4,38.1
8.2,7.2,50870,10.139,31.008,34.976,23.877,30.3,24.9,26.9
13.8,5,40150,11.538,40.152,29.866,18.444,31.3,30.9,45.8
13.4,5.3,51564,12.059,49.422,25.812,12.706,31.4,29.9,44.5
12.2,7,43386,13.555,37.054,34.997,14.394,37.7,31.4,38.3
12.4,6.8,57589,11.962,46.249,27.919,13.87,38,33,40.7
12.6,8.3,33487,23.962,42.129,24.784,9.125,33.4,31.9,46.1
12.4,8.2,30796,21.772,40.083,26.839,11.306,35.9,32.4,41.8
8.3,4.8,80696,5.704,25.553,32.597,36.146,25.9,24.1,37.3
12.9,7.6,35683,18.862,43.641,26.048,11.449,31.4,29,49.1
12.3,6.6,57701,12.536,42.882,30.636,13.945,32.9,33.4,42.6
11.9,7.6,42851,17.826,36.059,32.352,13.763,33.6,32.6,38.9
11.6,5.8,62756,7.05,21.541,29.027,42.382,29.2,22.7,40.2
11.4,5.6,43095,15.41,39.023,26.72,18.847,35,31.6,37.9
11.5,7.3,38134,13.34,41.71,32.403,12.547,32.8,29.7,41
10.5,4.8,39399,17.206,42.038,26.754,14.002,32.5,29.7,39.1
14.6,6.5,41738,16.959,42.185,26.959,13.898,35,28.8,39.8
12.5,9.3,29499,18.297,41.311,25.356,15.036,33.4,29.5,44.3
11.1,6,40679,9.361,47.041,29.616,13.983,35.3,26.7,42.6
13.9,7.8,37694,19.558,39.453,27.417,13.572,34.6,34.8,42
13.5,9.6,43092,13.291,38.857,30.993,16.858,33.6,29.6,50.9
12.8,6.5,40770,16.179,48.47,23.762,11.589,34.7,34.2,40.9
11.5,9.7,38268,11.756,34.599,35.198,18.447,31,28.2,41.6
13.1,7.9,33879,17.905,43.401,25.203,13.491,33.2,28.2,41.8
12.3,5.6,39036,12.621,41.039,30.106,16.234,34.2,27.2,40.7
12.2,6.1,54756,14.246,35.892,31.653,18.209,30,25.1,40.2
12.8,8.5,35745,23.032,41.206,27.809,7.954,32.5,32.1,39.9
13.8,7.4,30793,24.725,37.025,26.397,11.853,34.1,35.2,46.6
10.8,6,46989,13.967,38.509,31.33,16.195,33.5,26.3,37.9
12,4,41338,10.867,44.067,27.733,17.333,30.4,28.8,47.9
12.4,7.2,32722,20.659,43.057,25.089,11.195,32,30.5,41.2
12.6,7.5,39954,15.466,22.871,28.655,33.007,32.6,23.7,34.4
7.3,3.7,40218,6.339,32.107,30.69,30.865,24.8,21,42.8
13.4,10,39445,13.706,33.966,36.593,15.736,37.9,25,29.7
11.4,5.8,36852,10.6,29.161,40.657,19.582,36.6,28,34.5
9,5.3,50791,6.393,37.635,28.671,27.301,30,24.5,45.6
8.7,3.9,53794,6.143,29.62,35.076,29.162,25.3,22.4,49
9.1,3.3,47280,7.992,35.962,38.906,17.14,26.1,24.7,49.7
9.2,4.3,45569,8.345,31.374,34.341,25.94,27.3,21.2,38.1
9,3.2,40718,6.965,32.845,35.441,24.749,28.3,28.3,41.1
9.8,3.2,48935,8.597,30.492,41.06,19.851,30.8,28.8,41.2
9.3,3,49333,5.171,33.08,38.023,23.726,25.9,27.4,50.3
8,2.6,55312,7.488,35.829,37.778,18.904,27.1,26,41.7
10.1,4.4,38394,10.536,38.317,35.248,15.899,24.7,25.3,46.3
7.6,1.9,54158,3.842,39.838,41.557,14.762,27,30,39.8
8.9,4.3,45520,6.883,33.127,31.388,28.602,25.9,23.2,48.4
7.3,6.5,50249,5.474,29.269,36.332,28.925,21.6,18.6,41.9
4.4,3.5,60439,3.216,19.5,29.265,48.019,15.6,13.4,33
8.6,2.7,43328,6.332,45.119,33.905,14.644,25.7,30.7,46.1
14.8,10.6,37207,10.186,38.831,32.724,18.258,34.9,29.4,31
9.2,4.6,38276,6.632,44.328,25.48,23.56,25.3,22.6,52.6
9.5,6.8,43469,10.52,35.858,28.612,25.01,26.3,25.9,53.3
10.7,5.8,41705,9.502,28.623,38.387,23.488,34.9,26.8,34.6
8.5,4.6,62734,5.073,27.628,34.23,33.069,28.1,21.4,47.6
7.9,4.2,44607,5.148,35.006,28.507,31.338,29.2,29.3,50.3
10.6,5.6,40888,9.356,29.741,35.958,24.945,28.8,23.3,41.7
8.3,3.7,60370,5.109,24.498,32.904,37.488,25.3,18.7,41
9.1,3.2,38535,20.841,24.558,36.197,18.403,26.7,24,47
10.9,11.2,37793,11.891,34.688,34.462,18.959,26.5,24.6,50.4
7.6,2.4,46001,6.924,44.042,32.609,16.425,21.8,28.1,50.8
9.1,4.6,51252,5.489,34.084,33.873,26.554,22.1,22.1,51.4
8.1,4.3,39284,7.516,41.893,29.367,21.225,23.5,24,48.3
10,9.1,39933,12.632,42.642,32.062,12.664,26.9,25.6,51.5
6.3,4.4,47086,4.951,22.086,31.147,41.816,22.7,15.1,34.4
10,4.1,42103,9.786,42.807,32.816,14.591,28.5,26.5,48.9
8.1,5.6,45405,4.613,32.9,27.281,35.206,23.6,21.4,46.3
9.3,4.2,43230,2.241,52.381,24.09,21.289,25.6,27.2,48.3
9.4,5.4,42550,8.746,40.417,33.447,17.39,29.3,29.1,47.9
9.6,4.9,39984,10.801,35.742,30.782,22.675,31.6,25.1,42.2
7.7,3.1,47996,5.055,30.806,38.784,25.355,25.8,29.4,52
9.9,5,44863,11.434,36.57,33.964,18.032,29.9,27.6,45.6
9.8,4.3,43592,6.917,41.7,32.213,19.17,27,24.4,53.7
8,6.1,44851,8.912,32.011,33.324,25.752,24.6,22.9,46.8
7.4,2.4,65277,7.841,38.477,35.269,18.413,30.7,28.1,39.3
12.3,5.2,40129,15.14,38.801,31.903,14.156,34.4,28.8,30.4
10.3,5.7,53946,11.685,32.309,36.193,19.814,33.8,25,36.8
10.1,9.3,38486,11.91,43.522,28.193,16.376,26.1,24.3,50.9
8.5,2.6,49112,8.743,30.961,40.235,20.061,30.8,29,47.7
8.6,4.9,45231,9.229,33.619,31.217,25.934,25.7,22,40.8
7.5,3.8,59905,4.967,35.795,33.793,25.445,22.5,22.1,47.3
9.3,3.5,49666,5.984,36.824,32.489,24.703,26.2,21.7,44.4
8.7,3.7,46185,7.112,34.01,36.611,22.267,24.8,27.7,44.9
7.5,3,42689,15.899,34.978,34.43,14.693,24.2,21.1,41.5
9.3,4,50770,7.833,35,37.333,19.833,26.1,31.4,51.3
10.7,3,47028,6.548,35.553,36.398,21.501,28.1,26,45.8
10.2,5,37360,24.053,33.1,23.773,19.074,26.4,26.2,49.9
8.6,3.1,47908,12.11,37.53,30.216,20.144,27,29.6,49.5
8.2,3.7,57351,6.942,31.117,32.712,29.229,25.7,21.7,38.1
10.5,3.4,48010,9.088,31.76,36.589,22.563,34.8,24.7,38.1
10.7,2.7,48799,9.038,33.437,38.958,18.566,28.9,28.3,46.7
8.8,5.4,44511,5,27.5,40.714,26.786,32.5,28.4,38.4
12.8,3.7,51049,4.042,31.81,47.1,17.047,34.2,30.4,49.3
10.2,4.4,48974,1.279,35.806,37.852,25.064,33.2,28.4,39.4
9.2,2.6,52844,6.451,38.435,37.463,17.652,30.8,29.4,46.1
11,3.1,56537,8.462,32.824,42.999,15.715,36.2,25,40.8
14.8,3.3,41461,5.191,40.505,34.699,19.604,35.6,30.7,51.2
9.7,3.5,44709,7.517,39.773,34.003,18.706,32.4,29.2,47.1
6.7,2.8,57036,6.374,25.117,35.035,33.474,29.4,21.9,32.5
10,3.9,51054,10.059,37.946,34.168,17.827,33.6,30.3,47.9
9.1,3,55285,8.918,38.76,34.876,17.447,34.1,26.3,44.5
9.2,3.7,63707,5.289,32.9,36.876,24.935,35.9,25.3,41.5
8.7,2.3,53864,7.225,37.742,37.436,17.596,31.2,28.9,44.8
10.5,2,51695,11.087,29.435,40.987,18.491,30.9,25.9,43.3
8.5,2.5,48933,8.751,32.913,39.263,19.073,27.3,30.5,44.4
7.2,2.2,52565,6.296,26.438,42.827,24.44,30.8,26.5,39.8
9.9,3.3,51712,10.362,35.033,35.957,18.648,31.8,26.2,43.8
8,3,50901,28.54,31.45,26.095,13.914,31.3,28.7,34.9
9,2.6,56419,12.289,38.162,29.598,19.951,31.5,28.2,43.8
10.2,2.4,47199,7.674,32.584,38.303,21.439,33.9,28.4,44.2
10.4,3.7,53332,25.74,35.85,25.425,12.985,36.3,28.7,32.6
9.6,3,44496,5.614,26.92,32.791,34.674,29.4,24.4,34.7
10,3.5,51688,24.058,31.535,29.189,15.217,34.4,26.4,36.3
10.2,2.8,48546,9.091,32.528,40.554,17.827,32.9,27.7,47.3
9.8,3.1,52436,11.536,36.856,32.644,18.964,34.9,31.7,41.8
10.8,3.7,51704,12.381,35.759,32.948,18.913,34.5,26.5,39.8
8.7,3.6,59226,10.573,21.719,30.102,37.606,28.4,20.6,33.8
10.4,2.3,43459,9.804,32.428,38.235,19.532,35.1,25.4,47.5
10.5,2.4,53037,8.274,38.247,33.976,19.502,34.2,28.6,47
9.5,3.2,45456,8.787,37.39,35.062,18.761,32.4,26.4,49.6
9.7,2.8,55089,4.585,33.639,43.037,18.739,35.2,25.7,44.5
13.5,2.9,44219,11.754,32.749,38.743,16.754,32.1,27.4,46.8
10.5,4.2,44166,10.66,35.268,33.951,20.121,35.8,28.3,44.4
9.8,2.9,38701,5.63,30.429,42.024,21.917,33.1,29.3,51.3
9.7,2.6,44016,5.741,36.924,38.838,18.498,27.9,27.6,50.5
10.1,3,55373,6.897,34.626,37.572,20.905,31.4,24.4,45.1
10.3,2.3,55830,2.609,40.435,35,21.957,30.4,32.5,48
9.8,3.2,45429,6.804,38.886,37.713,16.598,34.2,34.1,46.2
8.8,3.9,52315,16.806,30.899,33.318,18.977,32.9,27,35.9
7.8,3,63996,6.467,31.914,36.349,25.27,32.2,23.8,42.8
10.8,2.6,45626,8.576,36.099,38.851,16.474,36.3,27.9,49.7
9.8,2.9,46401,9.235,27.177,43.008,20.58,34.6,28.9,47.4
10.7,3.4,43502,8.229,37.344,39.702,14.726,36.1,26.9,48.9
9.9,2.7,54055,7.782,35.456,35.594,21.168,30.7,29.5,45.5
11.2,4.3,47526,5.915,34.011,36.414,23.66,27,29.3,57.2
9.3,3.7,54803,7.584,40.094,32.017,20.305,31.9,25.5,43.6
11.1,3.1,47750,10.69,39.083,35.368,14.86,37.1,28.7,46
9.1,3.8,47592,11.587,41.022,31.362,16.029,31.8,27.6,43.6
9.5,2.5,66321,6.625,34.522,34.988,23.864,33.6,24.1,41
9.5,2.9,46431,8.222,34.358,35.776,21.644,27.7,28.3,48.5
10.5,2.7,47282,6.74,38.069,36.43,18.761,31.4,32.2,52.5
11.3,2.5,45091,11.564,34.843,37.987,15.606,32.9,29.6,46.1
9.8,3.1,46647,8.409,36.018,35.393,20.179,32.2,28.4,47.4
7.5,3,58873,6.636,22.275,33.786,37.302,27.2,17.8,32.8
10.5,3.3,57445,8.086,30.021,40.212,21.681,32.1,26.2,39.1
9.5,3.2,50979,9.472,28.78,40.984,20.765,32.7,30.1,45
11,3.9,47918,2.736,37.562,37.811,21.891,31.9,31.9,48.3
10.2,2.3,49265,6.522,27.329,41.615,24.534,32,29.1,46
10.6,3,49625,11.679,29.928,38.739,19.655,32.8,22.9,37.1
11.7,3.8,52112,7.52,34.731,41.791,15.959,32.5,29.3,43.1
10.2,3,44398,13.267,31.776,35.969,18.988,33.3,27.3,41.9
10.2,2.7,47579,9.259,37.426,35.975,17.34,29.6,26.6,46
10.1,3.9,49242,5.623,32.762,32.805,28.81,38.8,24,39.8
9.9,2.8,41840,6.665,43.617,33.104,16.615,33.6,29.4,49.6
11.5,3.7,55030,8.851,37.811,32.611,20.727,34.9,26.9,42
9.8,2.8,42389,9.292,43.789,30.749,16.17,31.3,27.6,48.3
9,2.1,59732,10.858,31.023,34.998,23.122,25.7,29.7,44.3
10.4,2.6,57432,6.872,32.693,37.153,23.282,34.5,23.2,41.8
10,2.9,55586,5.228,35.035,38.356,21.382,34,28.1,41.8
9.9,3,59288,10.976,31.228,36.402,21.394,31.9,24.4,38.1
8.8,3.2,53881,5.882,32.093,40.52,21.505,34.2,25.1,45.8
8.7,2.6,48783,6.494,35.347,39.951,18.208,33.7,26.4,42.1
11.2,3.6,45256,8.987,38.257,33.654,19.103,38.3,31.3,47.3
10.9,2.6,48802,7.545,43.553,31.423,17.479,28.4,33,50.6
8.9,3.5,51222,16.393,34.017,35.019,14.571,33.5,31.8,36
8.5,3.1,74374,4.633,21.864,35.119,38.384,31.6,20,33.5
9.2,3.5,66330,6.924,31.548,35.415,26.113,31.1,24.9,41.3
10.4,3.6,46641,12.998,29.465,36.156,21.381,35.1,24.8,38.6
8.5,3.1,66102,7.215,29.438,36.165,27.183,30.1,22.7,38.5
12,2.6,41128,10.193,30.794,33.959,25.054,33.2,33.5,46
10.7,3.4,43657,7.483,42.539,34.12,15.857,34.2,29.8,49.2
8.4,2.5,48891,6.013,32.851,32.071,29.065,27.6,30.1,49.5
8.8,2.8,57857,8.079,33.632,39.1,19.19,34.7,26.2,39.3
10.3,2.6,48668,8.151,36.237,36.024,19.588,30.8,28.5,48.9
10.2,3.5,49449,6.638,29.122,40.471,23.769,32.8,30.3,44.5
16.5,6.1,43737,13.398,33.272,37.457,15.873,43.3,32.6,28.6
12.1,3,43405,7.339,41.19,30.843,20.628,33.5,24.9,46.5
9.4,3.2,70727,4.287,30.348,34.782,30.582,31.6,20.4,41
7.5,2.8,52764,5.063,22.402,36.201,36.334,32.1,23.4,29.6
10,3.4,41616,8.121,36.311,34.803,20.766,31.6,31.2,47.6
9.6,2.9,46838,5.032,40.747,37.662,16.558,29.2,29.5,48.3
8.5,3.2,53960,5.744,29.905,36.001,28.349,34.7,24.3,41.2
9.6,7.6,50292,10.608,33.293,39.514,16.585,25.2,24.8,39
9.5,8,54455,15.108,28.877,33.191,22.824,27.7,23.1,36.1
9.3,8,61988,6.992,23.815,42.871,26.322,22.8,17.8,48.5
8.5,5.6,70242,16.622,27.656,37.603,18.119,30.7,23.2,33.4
11.5,4.5,48693,10.828,42.548,29.809,16.815,26.3,21.8,47.6
9.1,5.9,67590,8.415,41.547,33.434,16.603,26.8,20.5,41.6
7.4,6.2,68999,17.632,34.309,34.105,13.953,26.2,21.5,35.3
9.4,6.6,71814,17.089,36.257,32.551,14.103,31.4,20.4,37.7
10.2,7.5,49874,11.372,33.069,32.815,22.744,27,24.1,35.8
9.9,10.2,51344,15.033,32.194,38.284,14.489,34,28.6,42.6
12.1,11.2,41892,13.45,33.314,41.449,11.787,29.2,25.7,47.1
13.1,9.6,48001,15.273,36.517,36.087,12.124,32.8,31.6,50.3
8.3,7.2,56984,21.763,35.069,32.156,11.011,31,22.6,41.3
12.4,9.1,60066,6.03,28.349,42.493,23.127,26.2,24.1,54.2
7.2,7.6,58253,13.007,23.83,34.182,28.982,21.5,17,37.5
8.4,6,54832,16.179,36.319,33.463,14.04,30.3,24.6,39.6
9.2,8.7,52253,12.74,28.48,37.805,20.976,26,19.3,42.3
9.8,4.1,57779,8.347,30.077,31.111,30.465,30.9,22.6,45.5
9.9,4.2,56836,6.684,30.21,29.542,33.563,25.9,18.2,49.7
9.4,4,57286,7.324,33.296,27.941,31.439,28.5,20.3,41.7
11.5,5.9,45127,12.132,39.182,30.929,17.757,29.8,26.2,47.9
8.6,3.5,60335,7.837,28.26,25.044,38.86,24.2,21.1,41.5
9,4.5,75997,8.445,27.128,28.176,36.25,28.1,20.6,39.9
9.5,3.8,69320,6.937,27.924,30.193,34.945,28.7,18.9,42.2
8.9,4.6,82016,5.217,26.205,28.974,39.603,27.1,20,43.1
10.1,4,69467,7.746,27.745,29.695,34.814,28.6,21.3,36.9
10.6,3.6,58021,9.561,35.903,27.745,26.791,30.8,24.2,44.8
11.7,10.5,55672,14.308,33.144,26.66,25.888,27.6,26.1,40.5
8,5.4,93205,7.99,23.974,20.469,47.568,22.1,21.6,41.4
9.3,6.4,80081,7.111,29.144,27.381,36.363,28.2,22.4,40.9
10.2,7.7,65838,11.746,31.119,26.491,30.644,29.4,26.4,38.2
10.6,12.2,59181,9.928,33.843,25.727,30.503,28.8,22.8,48
11.7,9.9,48867,22.665,39.35,23.714,14.271,34.7,29.3,36.7
10.8,8,54879,15.309,28.505,22.857,33.329,28.5,25.1,36.7
10.6,7.3,79332,8.011,34.346,27.706,29.938,30.9,24.5,39.4
7.6,6.4,63157,16.604,26.171,18.672,38.552,23.1,25.3,34.5
7,4.9,113336,5.315,22.427,22.644,49.613,21.4,17.6,44.5
8.9,5.9,76988,12.324,25.218,22.02,40.438,25.2,22.1,38.3
10.2,6.1,82183,11.034,26.091,21.407,41.468,26.8,25,37.6
8.9,6,89968,7.318,25.096,24.301,43.286,22.6,20,42
7.5,5,107019,6.035,21.689,20.398,51.878,21.4,18.8,41.8
10.8,7.4,62276,9.093,35.25,28.176,27.482,28.7,25.7,42.8
8.2,8.2,61517,17.515,34.18,21.594,26.711,28.2,24.4,36.4
12.1,8.5,56071,13.443,38.486,27.804,20.268,33.6,27.5,41.7
8.3,5.2,104668,5.933,21.152,19.95,52.965,22.3,17.4,40.7
7.7,6.4,87549,6.079,31.211,28.962,33.748,27.6,23,42.8
8,6.9,71801,14.22,29.485,22.901,33.394,24.7,21.5,38
9.1,6.3,74834,9.63,32.865,27.065,30.44,27.9,24.3,42.1
7.9,6.3,50599,11.946,23.554,31.717,32.783,21.9,16.4,36.3
10.6,8.3,34868,7.74,37.5,30,24.76,21.1,18,56.8
10.3,6.2,40573,21.874,26.721,32.116,19.288,29.5,27.4,34.8
13.7,8.6,36651,19.874,33.558,34.122,12.446,29.7,25.5,36.2
9.5,6.3,38426,11.301,34.149,32.418,22.132,23.6,22.4,47.1
7.7,5.1,43450,16.835,26.539,36.893,19.732,31.9,27.9,30.7
10.1,4.8,32820,14.113,38.575,37.769,9.543,22.6,24.8,47.9
7.3,7.3,38287,21.046,22.281,29.142,27.53,26,20,32.5
