Diagnosed Diabetes Est. Percent,Unemployment Rate,Household Median Income,Perc_Adults_LessThanHS,Perc_Adults_HSOnly,Perc_Adults_AssociateSomeCollege,Perc_Adults_BAorHigher,Obesity_Prev_Percent,Leisure_Time_Physical_Inactivity_Perc,Median_Age
12.3,6.6,63876,9.366,40.161,30.509,19.964,35.8,27.5,41.3
13.1,4.9,51999,10.932,43.542,27.347,18.179,32.3,31.4,39.5
10.4,5.2,52599,10.271,41.894,30.466,17.369,33.6,24.5,38.3
11.2,7,41404,10.477,35.633,30.604,23.285,31.4,28.2,34.8
10.3,4.1,62852,12.023,40.33,27.918,19.729,30.3,22.3,40.9
10.4,5.1,54582,19.491,36.714,25.525,18.269,32.8,26.4,35.1
11.2,7.8,44673,18.753,43.091,27.478,10.678,34.6,33.6,41.5
11.1,5.1,58703,10.637,31.814,30.622,26.928,29.8,30.2,39.5
13.8,7,43571,12.032,44.178,29.328,14.461,31.5,27.5,42.2
11,6.5,57674,12.599,42.089,26.165,19.147,29.7,26.7,40.4
11.3,6.2,46662,15.14,40.981,30.159,13.72,37,24.9,41.2
13.2,4.5,54690,9.853,39.654,34.861,15.631,32,29.7,40.1
14.2,6.8,40177,13.495,41.023,28.757,16.725,39.1,32.1,39.9
12.6,7.9,46019,14.396,40.271,30.987,14.347,33.1,32.3,42.1
8.7,4.1,92406,4.03,15.745,23.944,56.281,26.9,16.4,35.9
13.8,5.2,70655,5.848,33.161,32.01,28.982,33.9,26.5,39.7
12.2,5.6,57573,11.334,41.916,29.847,16.903,35.8,30.7,41.3
9.7,4.6,78464,6.502,28.535,30.272,34.691,31.8,23.3,37.3
14.9,6.8,45356,12.151,43.449,28.667,15.733,37.7,28.3,42.2
12.9,6.3,49204,11.509,36.48,32.463,19.549,31.2,28.2,41.2
11.4,5.8,50138,9.853,43.423,27.858,18.866,31.9,28.4,39.9
11.9,5,51871,12.949,45.912,24.97,16.169,32.2,31.1,39
12.7,6.7,56034,13.001,41.301,29.156,16.542,30.1,28.9,38.7
15.4,5.8,46949,15.872,47.746,25.492,10.89,33.6,31.3,39.6
12.8,6,51534,13.107,39.608,30.242,17.044,34.6,30.3,41
12.1,6.7,50425,15.48,47.22,27.663,9.637,30.1,34.8,38.8
11.5,5,67215,8.499,32.733,29.266,29.501,29.1,22.6,37.2
12,5.2,43897,11.461,36.601,36.702,15.236,32.1,32,39.3
11.5,4.9,56010,15.231,36.984,26.56,21.225,34.3,25.7,38
11.6,4.5,60402,35.716,31.994,21.094,11.196,34.1,26.4,30.9
11.7,7.9,53600,12.412,35.27,31.431,20.888,33.3,29.2,37.8
11.3,7.6,52763,12.466,38.903,31.043,17.587,36.4,24.3,39.7
14.4,8.1,47997,11.605,42.495,31.556,14.343,35.5,33.1,41.7
12.1,7.1,45853,12.53,39.21,30.868,17.393,35.7,28.2,39.5
10.3,6.5,45300,14.344,28.123,28.512,29.021,32.7,26.5,34
12,5.5,53767,15.527,40.581,25.361,18.531,31.6,29.4,39
15.1,5.3,51008,15.612,42.811,30.201,11.376,37.5,30.9,42.4
11.8,6.6,47650,14.905,42.642,30.517,11.935,33.3,30.3,40.3
7.1,5.7,44442,7.773,22.65,24.433,45.144,22.7,20.5,28.1
11.9,5.4,51527,11.473,43.51,28.266,16.75,29.4,28.1,40.1
13.5,5.8,60482,11.586,42.108,30.776,15.53,32.9,28.4,40.7
12.9,7,51183,14.174,46.487,28.795,10.544,35,32.3,42.9
11.7,5.2,52318,15.303,41.074,29.478,14.146,33.9,26.7,37.6
12.1,6.9,54422,11.405,46.784,27.965,13.846,32.7,30.9,44.8
11.3,7.7,41077,16.662,45.05,26.382,11.907,35.6,30.4,40.6
13.9,8.1,46069,15.727,43.188,29.076,12.009,35.5,29,43.2
12,7,47599,14.529,42.349,31.337,11.785,34.2,32.2,42
12,5.8,48905,13.036,51.122,22.416,13.426,30.4,30.3,41.2
12.2,5.1,49578,13.7,45.902,27.787,12.611,33.7,30.9,43.2
9.9,6.2,67302,8.268,34.936,30.67,26.126,31.3,25,39
12.3,4.8,61619,5.683,38.823,34.932,20.562,30.2,25.2,42
11.6,5.4,47243,12.931,46.048,30.352,10.67,30.3,33.9,41.6
10.3,6.6,50896,11.596,41.568,31.802,15.034,32.1,32.6,38.1
13,6.5,46750,13.604,43.651,29.675,13.07,36.3,29.4,41.8
13.2,6.6,55129,13.202,43.211,26.146,17.441,35.2,25.6,40.2
15,5.6,50412,15.399,47.893,22.68,14.028,35.8,30.4,41.4
10.3,6.5,48960,12.286,30.909,28.559,28.245,31.2,24.6,36.4
13.3,6.8,47738,15.391,42.642,28.979,12.988,32.4,35.8,40
11.7,5.7,53019,12.257,42.996,28.113,16.634,35.4,34,40.3
10.7,5.1,58217,10.578,43.992,30.104,15.325,31.8,26.1,42.7
14.2,7.2,46602,17.131,41.444,29.814,11.61,36,31,41.3
10.8,4.8,54071,11.522,38.001,30.531,19.945,34.3,30.8,41.2
13.2,7.1,46706,13.624,42.695,31.02,12.66,33.1,33.2,41
12.4,5.9,45337,17.284,48.303,26.139,8.274,29.6,28.3,39.8
6.9,5,51385,9.261,26.589,28.873,35.277,29,23.6,27.9
11.6,5.2,60756,11.743,39.365,27.833,21.06,30,25.4,43
13.8,5.6,46862,11.842,44.652,24.95,18.556,31.3,36,41.6
10.9,5.4,46750,10.22,33.783,31.095,24.902,33.5,28.1,37.6
13.9,8.6,51425,11.015,45.258,30.743,12.983,31.7,31.6,42.5
11.3,7.6,43560,12.314,32.993,31.517,23.176,31.7,27.7,35.9
13.8,5.6,51561,12.057,42.005,27.641,18.297,32.7,33.7,42.3
12.8,6.1,55466,9.031,43.193,28.209,19.567,32.6,27.3,43.8
10.8,4.9,65809,7.179,32.908,31.914,28,32.2,25.3,40.4
11.5,6.6,48939,14.489,45.64,27.164,12.707,34.3,30.6,40.3
12.1,6.5,42983,15.269,39.185,28.411,17.135,31.7,32.1,40.7
11.2,4.8,56054,8.812,40.379,33.413,17.395,27.4,25.7,41.3
14.8,5.1,47439,10.395,43.209,30.712,15.685,35.7,29.1,42.2
11.1,5.1,54873,9.855,41.374,30.481,18.289,36.6,27.5,40.6
11,4,53416,6.616,43.204,33.611,16.569,32.9,30.1,46
10.8,3.4,46939,7.533,40.102,35.662,16.703,31.5,26.1,46.4
9.6,5.7,49439,11.873,40.359,30.739,17.029,33.8,24.1,44.8
13.3,5.8,39124,10.123,35.665,36.089,18.123,35.8,33.9,44.7
11.8,4.3,49560,10.433,42.372,34.054,13.142,32.4,31.6,47.7
10.2,4.6,63069,7.222,35.745,35.28,21.753,34.9,26.3,40.9
9.7,4.9,50887,9.178,32.7,31.141,26.982,30.6,25.2,34.6
9.3,3.4,60421,5.566,34.402,37.59,22.443,33.7,23.7,41.1
9.2,3.7,65733,4.693,34.5,32.954,27.853,33.2,23.7,38.6
8.8,4.7,57228,7.684,40.585,33.732,17.999,33,27.9,38.8
8.7,4,52344,21.766,30.539,28.997,18.698,32.1,25.3,36.8
9.9,4.3,54970,8.111,40.337,35.882,15.67,35,26.9,43.6
10.9,4.9,50767,7.756,36.368,37.502,18.375,33.5,29.3,46.7
8.6,3.2,56292,7.064,39.451,32.059,21.427,31.3,32,41.9
11,4.4,47897,9.694,42.798,27.677,19.831,37.1,27.3,44.7
10.1,3.9,63672,6.643,36.187,35.123,22.047,33.7,29.4,41.9
10.5,4.7,53109,6.714,31.418,40.008,21.859,33.3,25.4,43.9
11.7,5.1,53534,9.403,34.772,36.662,19.163,34.1,29.9,47.1
10,4.8,49197,9.718,44.136,31.666,14.481,33.8,26.7,43.5
10.2,4.5,47753,9.308,44.267,31.031,15.395,32.8,24,39.6
10.3,4.2,53549,6.772,34.567,37.796,20.865,37.1,22.9,42.1
9.5,5,53809,9.036,44.696,30.959,15.309,33.4,24.4,45.4
11,5.3,49850,8.419,36.481,35.732,19.369,32.3,27.3,42.2
12.6,4.1,51473,21.484,37.68,29.183,11.653,32.8,30.8,38.5
8.4,3.3,82123,4.464,19.442,28.675,47.419,27.8,21.9,34.6
10.2,5.2,49636,13.322,38.178,31.941,16.558,31.9,25.8,37.9
9.9,3.8,36808,13.057,37.184,29.65,20.108,36.9,29.2,37.6
10.6,3.8,56747,9.308,43.491,32.144,15.057,34.8,27.1,42.3
10.8,5,48991,7.789,35.044,37.6,19.567,32.6,27,41.7
10.1,4.7,58019,4.364,29.293,37.318,29.024,32.8,23.7,48.7
9.1,4.2,59403,7.651,34.696,28.451,29.202,28,24.2,38.9
10.4,4,48035,10.431,34.063,38.027,17.479,36.3,25.9,40.6
9.9,5,52192,10.227,38.502,31.693,19.578,33.4,31.1,43
11.2,4.6,49771,10.993,35.293,34.06,19.654,29.6,29.3,43.6
11.5,4,52860,11.375,38.266,33.614,16.745,33.3,26,43
9.5,3.9,53861,7.908,35.616,35.035,21.441,33.6,30.3,46.3
11,4.1,48769,7.242,37.393,37.393,17.971,33.8,30.4,45.1
10.6,4.2,64146,4.649,34.272,35.942,25.136,31.6,26.4,42.4
8.8,4.4,55531,7.935,39.147,32.374,20.544,35.2,30.7,45.4
10.8,4.6,58920,7.767,31.502,38.715,22.016,34.4,25.1,42.3
9.6,3.3,57222,7.271,36.675,36.121,19.933,35.1,27.3,44.8
10.3,4.3,50616,8.31,33.827,37.473,20.39,33.6,19.3,44.3
12.1,4,55325,9.024,38.179,35.357,17.439,34.9,23.8,43.4
10.2,4.4,50684,8.034,37.406,35.718,18.842,33.9,24,40.7
9.2,4.1,49916,11.083,43.476,32.221,13.219,30.3,30.4,42.3
9.7,3.8,54315,6.869,36.867,36.404,19.86,30.7,30.4,44.1
9.5,3.6,53300,6.669,40.259,34.036,19.035,29.5,26.8,44.9
8.8,4.2,57771,7.922,40.812,32.633,18.633,30.4,24.5,42.3
10.7,5.1,49769,8.833,43.214,31.485,16.468,32.9,31.3,44.5
9.9,4.5,53829,7.558,40.774,33.759,17.909,32.3,27.4,42
9.2,4.4,46617,5.067,29.068,32.752,33.113,27.6,22.8,42.7
5.8,3.1,58904,5.258,16.482,25.828,52.432,23.4,17.7,29.7
10.3,5,55210,7.935,39.526,35.805,16.734,37.6,25.3,43.1
10.4,4.5,49898,8.669,42.925,31.39,17.016,31.5,26.5,44.2
11,3.2,55129,5.694,37.866,36.915,19.525,34.2,25.7,46.6
11.8,5.9,49654,8.187,41.208,36.025,14.58,33.9,29.6,42.6
10.1,4.4,64625,5.369,27.232,35.169,32.23,33.3,23.6,36.9
9.2,4.5,52271,17.3,37.263,32.119,13.318,37.5,28.9,40.5
11.3,3.9,55871,8.19,45.052,30.248,16.511,36,29.6,44.8
10.9,2.6,62496,9.371,37.273,32.087,21.269,33.9,32.5,38.5
10.4,4.6,64776,5.64,37.367,34.537,22.456,32.9,27.6,40.4
11.4,4.4,51839,8.893,37.228,29.975,23.904,33.7,27.5,39.6
9.6,3.8,61098,7.096,35.836,31.631,25.437,32.5,25.6,38.8
10.2,5.4,53645,15.285,32.665,32.521,19.529,34.1,28.3,38.6
11.1,4.4,75550,6.733,35.306,34.048,23.914,38.5,28.6,41.7
9.6,3.6,55129,8.762,43.917,31.67,15.651,31.4,23.2,44.2
11.7,5,47371,9.51,39.76,34.114,16.616,34.2,30.8,47
10,5.1,49402,11.861,45.822,26.951,15.366,31.5,29.5,42.8
11.8,4.2,47197,10.912,36.15,37.415,15.524,37.1,31.7,45.1
8.9,4.6,57583,13.144,33.93,32.439,20.486,32.8,23.4,38.2
9.7,3.3,50607,7.903,36.374,35.729,19.994,34.4,22.2,44
11.1,3.3,55375,12.393,39.611,31.388,16.609,34.2,28.8,43.8
11.6,4.5,49507,11.563,33.913,32.642,21.882,37.9,25.2,43.8
11.1,3.6,50642,6.409,30.2,41.317,22.074,36.5,26,42.9
10.2,3.5,66070,7.948,34.563,37.962,19.527,33.7,25.9,42.1
11.5,3.5,51260,6.85,39.235,37.012,16.904,32.8,27.5,47.4
8.1,4.3,64169,8.281,24.998,31.153,35.569,29.5,21,34.9
11.7,4.3,55442,9.991,34.735,34.616,20.658,36.8,25.8,38.7
10.8,4.3,52408,6.573,39.255,31.303,22.869,32.6,25.3,41.1
11.7,3.9,47638,9.22,37.305,34.128,19.348,35.8,31.2,46.4
10,3.9,54660,8.322,38.572,33.764,19.342,33.5,28.7,46.5
8.8,5.2,56208,7.016,29.38,31.689,31.916,32.7,23.9,37.5
10.9,3.2,59121,8.713,37.826,32.373,21.088,28.7,26.7,46.5
8.3,3,66605,10.051,30.927,32.146,26.877,28.5,22.3,33.2
6.8,2.9,55561,3.65,18.456,27.642,50.252,27,19.7,26.5
9.7,5.3,50468,9.412,40.664,33.611,16.313,32.5,29.2,42.5
9.6,3.7,50695,9.058,41.779,35.542,13.621,30.6,23.3,44.4
11.5,4.7,47422,8.082,38.885,36.636,16.397,39.4,25.9,41.1
9.4,4.6,44875,11.683,42.205,33.385,12.727,34.9,26.1,44.1
12.1,5.5,41312,13.707,36.624,32.048,17.62,35.6,31.5,39.8
10,4,74031,4.43,32.094,34.628,28.848,32.5,23.4,38.3
9.7,3.6,57315,9.173,37.468,32.461,20.897,31.7,23.8,41.8
11.7,5.1,41118,10.771,45.71,30.466,13.053,33.9,30.1,45.1
10,4.9,48013,9.357,32.508,37.525,20.61,31.7,29.1,39.9
9.1,4.2,52953,8.966,32.854,36.625,21.555,30.1,27.7,44.1
7.7,4.3,62115,5.556,33.66,33.203,27.581,29.1,22.5,40.5
9.9,4.4,51877,14.293,34.005,30.021,21.681,34.8,28.1,35.4
12.1,4.6,54628,7.675,35.309,41.742,15.275,35,32.5,44.4
10.4,4.1,47815,10.036,35.66,37.31,16.994,33.3,27.8,44.4
14.5,5.1,41950,9.576,32.578,39.524,18.322,36.8,29.7,41.3
10.3,5.2,49215,9.147,37.036,34.646,19.171,36.2,31.7,42.3
9.4,6.5,49826,7.398,41.468,31.227,19.907,39.5,33.3,36.5
9.4,3.1,47540,7.608,36.508,37.187,18.697,34.7,26.9,45.4
10.1,3.6,47194,13.226,32.222,37.85,16.702,36.4,25.9,39.8
12.9,5.3,44424,9.538,29.596,39.134,21.732,34.5,31,37.8
10.8,4.1,43960,7.101,39.371,33.453,20.075,32.7,29.5,42.2
10.3,4.9,60836,7.236,26.564,37.595,28.605,33.8,26.6,37.6
12,4.1,44940,9.591,29.56,36.583,24.266,29.5,29.4,45.4
13.1,5.4,40859,11.991,38.385,31.342,18.283,34.4,35.8,49.1
13,5,41140,12.793,34.219,34.514,18.473,38.7,28.8,41.6
12.5,3.1,42649,5.453,31.763,38.221,24.563,34,31.2,49.5
11.7,2.6,51280,9.63,26.263,35.354,28.754,33.3,30.2,45
12.8,4.4,50291,6.164,31.043,37.776,25.017,34.6,31.5,44.1
12.7,4.2,42431,7.983,32.384,39.385,20.248,34.8,32,41.8
9.6,5.7,57224,7.265,37.286,34.309,21.14,32.6,27,44.1
10.8,3.1,44898,6.572,34.13,39.208,20.09,32.1,29.8,45
11.6,4.6,45907,10.926,30.357,39.349,19.367,36.4,27.4,38.2
11.5,5.3,39521,9.914,28.758,32.975,28.354,34.6,28.2,32.7
12.3,3.5,41095,8.076,35.718,30.042,26.165,34.9,27.9,51.8
10,5.1,50268,10.84,35.985,33.698,19.477,32.2,30.5,41.7
10.6,4.5,47320,9.302,39.205,34.612,16.88,34.1,33.5,38.7
6,4.1,55446,4.953,19.361,25.986,49.7,26.2,18.1,28.7
11.1,3.3,46825,16.835,29.065,35.875,18.225,36.2,30.2,44.3
12.5,5.1,40227,9.568,36.408,37.242,16.781,34,27.6,49.7
8.7,2.7,52265,6.685,26.393,32.787,34.135,31.7,23.7,32.2
10.8,3,50403,9.264,33.168,37.875,19.693,34.1,30.1,44.9
9.7,3.4,51812,27.853,23.091,30.513,18.543,37.4,26.1,30.5
9.3,3.8,47175,28.781,24.116,29.298,17.805,32.4,29,30.7
8.8,5.1,50155,8.125,36.058,35.898,19.919,33.8,29,38.8
8.1,7.3,46326,8.706,28.864,41.992,20.438,35.2,26,26.4
11.8,2.6,51445,8.08,36.49,32.99,22.44,28.4,25.4,46.4
12.6,3.3,42224,6.234,35.497,32.818,25.451,29.8,29.9,49.4
7.7,3.4,58620,29.685,30.178,24.952,15.185,34.2,24.9,33.1
8.4,2.7,64274,24.204,25.929,30.679,19.188,37.6,26.8,35.8
10.2,2.1,47620,11.697,31.193,27.523,29.587,32.4,27,48.5
13.5,4.5,40518,9.811,36.34,36.186,17.664,34.8,31.6,47.6
9.4,2.3,49932,18.838,36.845,28.033,16.284,39.3,26.2,35.8
10.9,3.7,42023,10.571,37.021,32.724,19.684,35.8,37.5,43.6
10.4,4.3,56848,9.322,27.792,35.208,27.679,31.2,25.2,38.7
9,2.6,50514,29.032,19.032,34.274,17.661,34.4,23.3,34.8
14.2,3.4,51244,6.575,26.012,41.691,25.723,32.2,26.2,46.8
9.8,4.1,57869,5.325,39.617,34.626,20.432,34.4,30.1,41.4
10.3,4.8,62285,7.687,39.719,32.024,20.57,31.3,26,43.5
12.3,3.9,40940,5.578,43.15,35.966,15.306,30.9,26.8,52.1
7.6,3.8,80872,4.247,14.859,27.314,53.581,26.6,17.9,36.6
9.1,3.1,59254,22.513,27.265,35.965,14.257,31.4,24.6,35.8
13.4,4,59721,8.265,33.627,34.634,23.474,32.1,28.6,45.4
10.1,3.3,42976,8.278,27.754,36.64,27.328,31.9,26.4,41
11.5,5.9,41103,12.541,32.575,36.885,17.999,36.1,33.6,40.6
12.1,3.2,56677,6.917,30.401,41.418,21.264,30.9,28.5,45.8
10.4,5,67558,8.533,29.535,31.877,30.055,34.8,25.8,37.2
10.6,4.1,42092,5.502,32.691,42.595,19.211,33.5,22,46.5
11.5,7.4,44391,11.036,37.655,35.322,15.986,33.5,33.9,44.7
12.2,2.2,48453,6.897,31.766,42.999,18.339,32.6,26.5,43.9
10.2,5.1,43600,11.071,32.977,29.281,26.671,37.4,24.9,32.3
10,3.2,56488,8.969,28.897,33.807,28.327,31.5,25.3,41.6
9.1,4.1,51569,9.973,35.6,31.677,22.751,33.7,30.5,44.7
10,3.2,48687,6.089,42.45,33.579,17.882,32.7,27.2,45
9.4,2.6,57187,14.495,30.561,32.953,21.992,29.8,25.1,39
11.1,4.7,67651,5.311,32.18,37.805,24.704,34.7,26.8,40.3
11.2,3.3,49552,4.586,30.908,38.793,25.714,33.4,25.8,44.2
13.7,5.8,41281,10.979,30.401,41.031,17.59,37.6,29.7,39.7
13.8,4.4,48093,12.207,36.502,34.475,16.815,39.9,31.8,47.9
10.6,4,49717,12.417,37.147,36.121,14.315,30.7,31.8,41.5
8.9,2.9,55324,8.52,42.377,27.323,21.781,32,31.6,41.8
12.7,7.5,42441,8.62,31.377,41.126,18.878,36,29.7,40
11.4,2.7,46439,8.53,34.301,37.024,20.145,34.2,29,50.7
10.2,2.4,45845,13.449,32.88,39.876,13.795,34,23.5,44.1
10.1,5.4,54760,8.969,39.397,31.69,19.944,35.7,29.1,42.7
13.5,3.7,41967,8.676,35.298,35.039,20.986,33.3,28.7,48.5
12.4,4.1,52808,5.861,35.505,37.152,21.482,38.3,28.7,42.5
12.8,3.8,46961,10.728,27.356,39.549,22.367,31.3,24.8,43.1
9.5,3.5,49386,6.393,35.701,35.57,22.336,29.1,30.5,45.5
9.1,3.9,64704,4.646,30.058,33.301,31.995,29.8,23.9,34.5
11.4,3.2,51419,9.403,27.023,38.116,25.458,35,31,39
12.3,2.4,47377,6.257,30.862,39.012,23.87,34.2,30.6,50.8
12.2,4.4,46208,12.473,29.862,38.476,19.189,36,28.3,39.7
10.1,3.1,43921,5.864,33.127,40.034,20.975,35.3,33.5,50.9
10.9,3.5,47737,11.285,29.138,37.194,22.382,35,29.2,38.6
5.7,3.7,49901,4.401,17.133,32.443,46.023,24.5,17.5,24.6
10.2,3.6,45268,8.712,33.251,33.774,24.262,35.3,30.6,44.9
11.6,3.5,45281,8.618,29.926,37.722,23.733,33,31.7,49.1
10.9,3.5,43857,9.708,31.245,34.808,24.239,33.1,27.2,47
10.7,4.2,48748,10.104,33.423,32.703,23.769,36.4,28.7,37.7
9.5,2.7,60540,13.692,32.26,27.716,26.332,37.2,29.6,41.2
10.7,5.4,52612,11.017,26.598,32.344,30.041,33.6,24.3,34.5
8.2,3.5,48648,34.667,25.292,28.467,11.573,38.2,27.6,29.2
11,4.8,55387,8.891,30.866,30.992,29.251,35,24.2,38.6
11.7,2.6,49860,8.558,31.701,36.868,22.874,33.3,27.3,46.6
11.1,3.2,48456,8.567,30.542,41.868,19.022,33.7,28.3,38.2
11.9,3.1,40006,8.409,34.397,35.23,21.964,36.8,32,50.4
14,3.7,46104,12.063,28.898,37.332,21.707,35.6,30.4,45.2
10.3,3.3,58135,18.94,26.007,30.247,24.806,36.3,33.7,36.9
9.1,3,57432,16.653,32.629,34.235,16.484,36.2,26.8,35.4
11.8,4.8,52186,8.732,34.814,37.022,19.431,34.7,30.9,40.5
8.3,2.9,53816,4.717,29.409,37.495,28.379,34.2,28.3,35.6
11.7,3.1,46756,5.779,32.409,35.969,25.844,32.5,32.1,46.8
9.5,4.1,61502,5.644,36.341,34.285,23.731,32.5,24.1,41.8
12.3,2.6,47844,10.179,31.574,33.365,24.882,34.3,28.8,43.4
11.5,3.2,45077,8.783,36.042,36.75,18.426,31.2,29.4,46.4
12.3,2.8,55336,19.115,27.337,35.278,18.271,33.1,33.5,41.1
13.8,6.9,43134,12.995,36.314,35.413,15.278,35,32.1,43.8
11.6,5.3,35417,10.21,38.31,37.752,13.728,36.5,30,48.2
12.2,6.9,43396,21.898,32.82,29.007,16.274,37,31.3,33.2
16.1,8.6,33925,24.026,36.376,23.108,16.49,36.8,35.9,39.6
13.5,5.9,41368,23.592,35.8,26.976,13.633,35.6,34.2,39.7
13.3,5.2,57448,11.356,39.613,30.094,18.938,35.9,30.1,39
12.4,8,45074,13.805,36.767,34.166,15.262,35.8,31.3,42.5
14,6.3,40274,18.262,40.515,25.694,15.529,31.8,31.4,40.1
14.6,8.9,36468,24.325,40.049,23.524,12.101,36.6,31.8,40.3
16.2,10.1,26014,31.872,36.535,22.046,9.548,37.6,39.6,41.1
11.6,5.2,72942,7.614,26.988,34.337,31.061,32.8,23.6,36.1
15,5.6,46231,15.967,37.423,28.828,17.782,35.4,32.1,41
15.8,7.5,44569,10.811,35.195,34.853,19.141,39.5,27.6,41.8
12,6.9,44834,13.844,35.408,27.743,23.004,32.2,31.8,41
14.5,7.9,47182,16.83,43.77,24.763,14.637,34.5,30.7,40.4
16.6,11.4,26659,28.561,34.411,24.827,12.201,40.7,31.6,40.7
15.1,7.2,43053,20.257,43.953,25.283,10.507,33.4,32.6,42.2
14.3,5.8,63570,13.272,41.055,31.486,14.187,35.7,30.4,38.9
14,7.5,41701,22.435,43.224,23.947,10.395,32.2,35.7,40.9
13.8,6.5,40327,11.893,46.487,26.393,15.227,37.7,30.6,42.5
11.3,5.8,39438,11.599,31.453,28.358,28.59,31.6,20.4,33.4
11,5.2,61490,9.938,30.793,28.681,30.589,30.7,23.6,37
14,6,45362,18.221,33.867,32.18,15.732,31.6,33.6,42.5
12,7.1,47726,23.569,39.717,24.18,12.535,34.8,33.3,36.6
14,10.7,37406,20.537,40.601,25.725,13.137,38.5,36.8,39.7
15.3,6.8,29417,26.641,36.328,24.648,12.383,36.7,31.8,42.1
10.2,7.6,41081,14.036,33.483,35.741,16.74,37.1,30.9,28.5
12.7,6.1,48474,15.496,36.055,27.977,20.472,33.1,29.7,41
15.6,11.2,24901,36.329,34.155,18.923,10.593,40.1,33.6,38.5
14.5,9,29582,28.774,38.112,22.128,10.985,35.2,34.3,41.2
13.2,6.2,40656,19.755,38.953,28.487,12.804,32.6,29.2,42.2
15.4,7.6,30771,21.939,34.496,29.356,14.208,33.6,37.6,44.3
12.1,5.7,51153,11.647,36.17,30.948,21.235,30.9,25.5,39.2
16.1,8.3,38395,23.025,40.233,24.84,11.902,31,26,42.5
14.7,11.3,33335,24.153,42.259,24.792,8.796,33.8,34.1,41.7
15.3,7.5,33839,24.269,47.89,18.606,9.235,37.9,34.2,42.6
9.2,4.8,53288,10.107,20.586,27.866,41.441,27.5,20,34
15.9,7.7,38860,23.154,38.382,25.772,12.692,33.6,32.5,40.6
14.7,10.3,31295,24.224,36.223,27.788,11.765,38.1,36.7,40.4
14.6,5.3,52395,12.384,30.67,28.637,28.309,34.1,24.3,40.2
15.2,8.3,30605,22.696,35.091,28.781,13.432,34.3,30.5,42.6
13,7,49945,19.669,44.429,25.934,9.968,36.5,27.9,38.3
15,6.5,46967,20.033,38.123,26.379,15.465,32.6,27.3,41.4
12.9,6.5,49312,17.529,45.811,24.309,12.351,35.6,30.1,36.7
11.9,7.5,41705,18.31,37.227,27.658,16.805,32.7,29.3,40.3
14.7,8.4,38418,20.919,42.762,26.166,10.154,37.2,34,39.9
13.9,6.5,36246,22.991,43.456,23.206,10.346,38.1,34,43.5
15.9,8.5,46815,13.159,37.303,32.735,16.804,39.5,35.1,42.7
15.1,6,56823,11.694,45.307,31.219,11.78,36.8,27,41.4
12.1,6.2,52040,10.385,31.368,34.628,23.619,34.7,26.1,35.3
18,13.9,25240,28.632,35.166,24.117,12.085,36.6,39.2,40.9
14,6,49615,17.751,42.515,24.287,15.447,34.3,30.9,41.7
12.4,6.3,36628,25.429,41.629,21.528,11.414,37.4,36.8,40.4
14.8,6.1,46936,13.727,35.553,33.285,17.434,35.3,29.2,39.8
12.2,5.8,51774,17.442,44.88,26.413,11.265,32.9,32,40.9
15.1,6.2,39859,24.818,41.011,25.393,8.777,35,31.9,47.2
13.4,6.4,43590,14.542,40.964,29.423,15.07,33.5,25.9,40.3
13.5,11.5,30798,23.962,44.613,20.231,11.194,38.5,35.5,39.4
12.3,6,52008,10.711,27.086,30.361,31.842,31.9,25.7,37.9
11.1,5.2,55047,15.115,29.112,27.091,28.682,32,28.6,36.5
16.2,9.2,35408,22.309,36.269,29.696,11.725,41.6,32.2,40.3
10.9,5.5,61798,10.687,28.984,31.236,29.094,29.9,21.8,36.3
16.2,11.1,29786,28.287,34.922,23.88,12.911,39.5,35,40.6
16.2,9.9,27432,30.012,38.068,21.021,10.898,43,33.3,39
13.2,6.6,44522,15.941,41.726,31.59,10.742,34.7,27.8,40.5
14.8,7.6,38323,22.197,39.238,26.016,12.549,39.9,31.6,38.1
17.8,9.6,33757,22.332,42.765,23.452,11.451,41.1,38.2,39.9
16.8,9.7,25372,32.064,41.274,19.045,7.618,37,32.8,42.4
14.4,12.8,28595,36.315,34.617,19.378,9.689,43.3,37.4,41.6
17.9,12.3,29308,24.944,38.232,25.627,11.198,39,34.7,41.4
15.8,9.6,32848,25.232,41.011,22.179,11.579,39.2,32.6,40.2
12.6,8.8,35934,22.475,44.301,23.362,9.863,33.8,31.1,39.7
12.3,8.2,45229,17.476,46.222,26.266,10.037,29.5,30.2,45.8
11.3,5.6,43985,21.313,39.536,25.792,13.36,34.9,38.4,40.7
14.9,7,44767,12.287,40.097,30.103,17.512,33.2,29.3,48.6
11.4,7,42936,12.21,30.481,34.383,22.926,32.7,28.7,42.4
15,10.5,25087,27.786,40.291,24.22,7.702,37.6,32.6,38.6
17.8,6.4,43656,16.251,41.213,33.308,9.228,38.8,33,42.1
12,5.4,45406,14.26,29.284,27.343,29.114,34.8,26.5,33.6
13.2,14,28996,30.638,36.847,22.371,10.145,36.3,32.7,40.3
11.6,6.4,41233,19.302,42.804,24.862,13.032,32.2,27.6,38.4
11.5,6.7,50165,14.113,40.044,29.901,15.942,33.5,30,44.5
13.3,9.1,29861,27.457,38.628,27.652,6.262,40.5,30.9,37.9
13.3,7.9,43683,17.229,38.884,28.043,15.844,30.9,27.7,40.9
12.5,7,51893,13.496,37.361,33.816,15.326,37.7,27.4,36
